Graph name,Graph adj. Mat.,List of possible colour incidence matrix in this and the following columns 
Graph no. 1,"[[0. 1. 1. 1. 1. 1. 0. 0.]
 [1. 0. 1. 1. 1. 1. 0. 0.]
 [1. 1. 0. 1. 0. 0. 1. 1.]
 [1. 1. 1. 0. 0. 0. 1. 1.]
 [1. 1. 0. 0. 0. 1. 1. 1.]
 [1. 1. 0. 0. 1. 0. 1. 1.]
 [0. 0. 1. 1. 1. 1. 0. 1.]
 [0. 0. 1. 1. 1. 1. 1. 0.]]","[[0 1 0 4]
 [1 0 0 4]
 [0 0 1 4]
 [1 1 2 1]]","[[0 1 2 2]
 [1 0 2 2]
 [2 2 0 1]
 [2 2 1 0]]","[[0 1 2 2]
 [1 0 2 2]
 [2 2 1 0]
 [2 2 0 1]]","[[1 0 2 2]
 [0 1 2 2]
 [2 2 1 0]
 [2 2 0 1]]","[[1 1 1 2]
 [1 1 2 1]
 [1 2 1 1]
 [2 1 1 1]]","[[0 1 4]
 [1 0 4]
 [2 2 1]]","[[1 0 4]
 [0 1 4]
 [2 2 1]]","[[1 2 2]
 [2 1 2]
 [1 1 3]]","[[1 4]
 [4 1]]","[[2 3]
 [3 2]]","[[3 2]
 [2 3]]"
Graph no. 2,"[[0. 1. 1. 1. 1. 1. 0. 0.]
 [1. 0. 1. 1. 1. 0. 1. 0.]
 [1. 1. 0. 1. 0. 1. 0. 1.]
 [1. 1. 1. 0. 0. 0. 1. 1.]
 [1. 1. 0. 0. 0. 1. 1. 1.]
 [1. 0. 1. 0. 1. 0. 1. 1.]
 [0. 1. 0. 1. 1. 1. 0. 1.]
 [0. 0. 1. 1. 1. 1. 1. 0.]]","[[0 1 2 2]
 [1 1 1 2]
 [2 1 1 1]
 [2 2 1 0]]","[[1 1 1 2]
 [1 1 2 1]
 [1 2 1 1]
 [2 1 1 1]]","[[1 2 2]
 [2 1 2]
 [1 1 3]]","[[2 3]
 [3 2]]","[[3 2]
 [2 3]]"
Graph no. 3,"[[0. 1. 1. 1. 1. 1. 0. 0.]
 [1. 0. 1. 1. 1. 0. 1. 0.]
 [1. 1. 0. 0. 0. 1. 1. 1.]
 [1. 1. 0. 0. 0. 1. 1. 1.]
 [1. 1. 0. 0. 0. 1. 1. 1.]
 [1. 0. 1. 1. 1. 0. 0. 1.]
 [0. 1. 1. 1. 1. 0. 0. 1.]
 [0. 0. 1. 1. 1. 1. 1. 0.]]","[[0 0 0 5]
 [0 0 0 5]
 [0 0 0 5]
 [1 1 1 2]]","[[0 0 2 3]
 [0 1 1 3]
 [1 1 0 3]
 [1 2 2 0]]","[[0 0 5]
 [0 0 5]
 [1 2 2]]","[[0 5]
 [3 2]]"
Graph no. 4,"[[0. 1. 1. 1.]
 [1. 0. 1. 1.]
 [1. 1. 0. 1.]
 [1. 1. 1. 0.]]","[[0 1 1 1]
 [1 0 1 1]
 [1 1 0 1]
 [1 1 1 0]]","[[0 1 2]
 [1 0 2]
 [1 1 1]]","[[0 3]
 [1 2]]","[[1 2]
 [2 1]]"
Graph no. 5,"[[0. 1. 1. 1. 1. 0. 0. 0. 0. 0.]
 [1. 0. 1. 1. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 1. 0. 0. 0. 0. 0.]
 [1. 1. 1. 0. 0. 1. 0. 0. 0. 0.]
 [1. 1. 1. 0. 0. 0. 1. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 1. 1. 1.]
 [0. 0. 0. 0. 1. 0. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0. 1. 1. 0. 1. 1.]
